id,sequence,year,type,social_event,title,date,time,organization,subject1,subject2,keywords
D123,463,2004,Division or Discussion Group,,The Scottish Empire Writes Back: Pictland to Postmodernity,29-DEC-04,12:00 noon+1:15 p.m.,Scottish Literature,Other Literature in English,Scottish,
D041A,96,2004,Division or Discussion Group,,Revisiting the Work of Art,28-DEC-04,8:30+9:45 a.m.,Literature and Other Arts,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
D008B,621,2004,Division or Discussion Group,,Utopian Performatives $cIII$k:  Embodiments as Performed Interventions,29-DEC-04,9:00+10:15 p.m.,Drama,General Literature,Drama,
D013A,660,2004,Division or Discussion Group,,Race-ing New Media,30-DEC-04,10:15+11:30 a.m.,Popular Culture,General Literature,"Cultural Studies, Folklore, and Popular Culture",
D025C,236,2004,Division or Discussion Group,,Philosophical Shakespeares: Encounters between Shakespeare and Contemporary Philosophy,28-DEC-04,3:30+4:45 p.m.,Shakespeare,British Literature,Shakespeare,
A006B,518,2004,Allied Organization,,Boccaccio,29-DEC-04,3:30+4:45 p.m.,,,,
D066B,95,2004,Division or Discussion Group,,Rethinking the Gulag Narrative,28-DEC-04,8:30+9:45 a.m.,,,,
D059C,363,2004,Division or Discussion Group,,Travel and Other,29-DEC-04,8:30+9:45 a.m.,Eighteenth- and Early-Nineteenth-Century German Literature,German Literature,Eighteenth and Early Nineteenth Centuries,
D035A,333,2004,Division or Discussion Group,,Anthropologies of the Secular,28-DEC-04,7:15+8:30 p.m.,Anthropological Approaches to Literature,General Literature,"Themes, Myths, and Archetypes",
M040B,62,2004,MLA Organization,,Understanding Structural Racism in the Fight against Bigotry: A Literary Perspective,27-DEC-04,8:45+10:00 p.m.,Ad Hoc Committee on Diversity and Tolerance,The Profession,General,
D006B,123,2004,Division or Discussion Group,,Feminists in and/or on Love,28-DEC-04,10:15+11:30 a.m.,Women's Studies in Language and Literature,General Literature,Literary Criticism and Theory/Feminist,
A005A,154,2004,Allied Organization,,Building Enrollment in Small German Programs,28-DEC-04,12:00 noon+1:15 p.m.,American Association of Teachers of German,German Literature,General,
A005B,743,2004,Allied Organization,,"New Initiatives for German: AATG, DAAD, Goethe-Institut",30-DEC-04,1:45+3:00 p.m.,American Association of Teachers of German,German Literature,General,
A008A,413,2004,Allied Organization,,Comparative Literature in an Age of Globalization: Presenting the 2004 Report on the State of the Discipline,29-DEC-04,10:15+11:30 a.m.,American Comparative Literature Association,Comparative Literature,General,
A012A,332,2004,Allied Organization,,Literary Name Creation and Naming Patterns,28-DEC-04,7:15+8:30 p.m.,American Name Society,American Literature,General,
A012B,742,2004,Allied Organization,,"Adaptations, Connotations, and Derivations in Literary Naming",30-DEC-04,1:45+3:00 p.m.,American Name Society,American Literature,General,
D093,235,2004,Division or Discussion Group,,Creativity and Cognition,28-DEC-04,3:30+4:45 p.m.,Cognitive Approaches to Literature,General Literature,Literary Criticism and Theory,
D001A,21,2004,Division or Discussion Group,,Animals and Ethics in the Middle Ages,27-DEC-04,5:15+6:30 p.m.,Comparative Studies in Medieval Literature,Comparative Literature,Medieval and Renaissance,
D001C,517,2004,Division or Discussion Group,,The Future of the Middle Ages: A Discussion on the Status of Medieval Studies in Departments of Literature,29-DEC-04,3:30+4:45 p.m.,Comparative Studies in Medieval Literature,Comparative Literature,Medieval and Renaissance,
D017A,681,2004,Division or Discussion Group,,Philadelphia Circulations,30-DEC-04,10:15+11:30 a.m.,American Literature to 1800,American Literature,Before 1900,
A123A,694,2004,Allied Organization,,Drawing the Line: Sibling Authority in the Early Modern World,30-DEC-04,12:00 noon+1:15 p.m.,Society for the Study of Early Modern Women,Comparative Literature,General/Feminist,
D101,417,2004,Division or Discussion Group,,Feminism in Central Europe,29-DEC-04,10:15+11:30 a.m.,Hungarian Literature,Other Literatures,Hungarian,
D059B,466,2004,Division or Discussion Group,,Travel and Anthropology,29-DEC-04,12:00 noon+1:15 p.m.,Eighteenth- and Early-Nineteenth-Century German Literature,German Literature,Eighteenth and Early Nineteenth Centuries,
D014A,48,2004,Division or Discussion Group,,Forms of Experiment,27-DEC-04,8:45+10:00 p.m.,Literary Criticism,General Literature,Literary Criticism and Theory,
D014B,103,2004,Division or Discussion Group,,The Differences Barbara Johnson Makes,28-DEC-04,8:30+9:45 a.m.,Literary Criticism,General Literature,Literary Criticism and Theory,
D041B,523,2004,Division or Discussion Group,,Architecture and the Body,29-DEC-04,3:30+4:45 p.m.,Literature and Other Arts,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
D059A,240,2004,Division or Discussion Group,,Sex and Gender,28-DEC-04,3:30+4:45 p.m.,Eighteenth- and Early-Nineteenth-Century German Literature,German Literature,Eighteenth and Early Nineteenth Centuries,
D014C,158,2004,Division or Discussion Group,,Criticism at the Crossroads of Public Life: The Legacy of Edward W. Said,28-DEC-04,12:00 noon+1:15 p.m.,Literary Criticism,General Literature,Literary Criticism and Theory,
D035B,47,2004,Division or Discussion Group,,Primitive Marriage:  Nineteenth-Century Theories of Marriage and Kinship,27-DEC-04,8:45+10:00 p.m.,Anthropological Approaches to Literature,General Literature,"Themes, Myths, and Archetypes",
D035C,194,2004,Division or Discussion Group,,Evidence and (Literary/Ethnological) Objects,28-DEC-04,1:45+3:00 p.m.,Anthropological Approaches to Literature,General Literature,"Themes, Myths, and Archetypes",
A109B,746,2004,Allied Organization,,Le corps dans tous ses états: Représentations littéraires de la honte,30-DEC-04,1:45+3:00 p.m.,Women in French,French Literature,General,
D041C,656,2004,Division or Discussion Group,,Images and the Event,30-DEC-04,8:30+9:45 a.m.,Literature and Other Arts,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
D046A,416,2004,Division or Discussion Group,,Digital Tools,29-DEC-04,10:15+11:30 a.m.,Methods of Literary Research,The Profession,Research and Bibliography,
D079A,49,2004,Division or Discussion Group,,The Ethic and Rhetorics of Ambiguity,27-DEC-04,8:45+10:00 p.m.,,,,
D012C,193,2004,Division or Discussion Group,,Forms of Feeling $cII$k,28-DEC-04,1:45+3:00 p.m.,Prose Fiction,General Literature,Prose Fiction,
D010A,415,2004,Division or Discussion Group,,"Reportage, Race, and War",29-DEC-04,10:15+11:30 a.m.,"Nonfiction Prose Studies, Excluding Biography and Autobiography",General Literature,Nonfictional Prose,
D010B,634,2004,Division or Discussion Group,,"Reporting the Unspeakable:  Nonfiction, Third-Person Accounts of Child Sexual Abuse",30-DEC-04,8:30+9:45 a.m.,"Nonfiction Prose Studies, Excluding Biography and Autobiography",General Literature,Nonfictional Prose,
D053C,157,2004,Division or Discussion Group,,Philosophers of Death,28-DEC-04,12:00 noon+1:15 p.m.,Seventeenth-Century French Literature,French Literature,Seventeenth Century,
D037A,278A,2004,Division or Discussion Group,,Imaginary Secularisms,28-DEC-04,3:30+4:45 p.m.,Philosophical Approaches to Literature,General Literature,Literary Criticism and Theory,
D008A,141,2004,Division or Discussion Group,,Utopian Performatives $cI$k:  Gestic Dramaturgies of (Non)Identity,28-DEC-04,10:15+11:30 a.m.,Drama,General Literature,Drama,
D008C,304,2004,Division or Discussion Group,,Utopian Performatives $cII$k:  Performance and the Ethics of Everyday Life,28-DEC-04,7:15+8:30 p.m.,Drama,General Literature,Drama,
D033A,503,2004,Division or Discussion Group,,"Africa in India, India in Africa",29-DEC-04,1:45+3:00 p.m.,,,,
A011A,693,2004,Allied Organization,,Defying Limits: Subversive Humor in the Texts of American Minorities and Women,30-DEC-04,12:00 noon+1:15 p.m.,American Humor Studies Association,American Literature,General,
D049C,239,2004,Division or Discussion Group,,Linked Courses in Writing Pedagogy,28-DEC-04,3:30+4:45 p.m.,the Teaching of Writing,The Teaching of Language and Literature,English and American/Writing,
D025B,465,2004,Division or Discussion Group,,Thinking with Shakespeare,29-DEC-04,12:00 noon+1:15 p.m.,Shakespeare,British Literature,Shakespeare,
D051C,635,2004,Division or Discussion Group,,Medieval Manuscripts in the Digital Age,30-DEC-04,8:30+9:45 a.m.,French Medieval Language and Literature,French Literature,Medieval and Renaissance,
A026B,692,2004,Allied Organization,,The Future of Fuller Studies,30-DEC-04,12:00 noon+1:15 p.m.,Margaret Fuller Society,American Literature,Before 1900,
A010A,121,2004,Allied Organization,,"Folklore, Literacy, and Education",28-DEC-04,10:15+11:30 a.m.,American Folklore Society,General Literature,"Cultural Studies, Folklore, and Popular Culture",
D042A,120,2004,Division or Discussion Group,,Language Variation and Change $cI$k: An Exchange with William Labov,28-DEC-04,10:15+11:30 a.m.,Language and Society,The Teaching of Language and Literature,General,
D042B,274,2004,Division or Discussion Group,,Language Variation and Change $cII$k: Around the Work of William Labov,28-DEC-04,3:30+4:45 p.m.,Language and Society,The Teaching of Language and Literature,General,
D002A,189,2004,Division or Discussion Group,,Comparative Literacies,28-DEC-04,1:45+3:00 p.m.,Comparative Studies in Renaissance and Baroque Literature,Comparative Literature,Medieval and Renaissance,
D003B,594,2004,Division or Discussion Group,,"Comparing Knowledges: Disciplines, Epistemes, Institutions $CII$K",29-DEC-04,7:15+8:30 p.m.,Comparative Studies in Romanticism and the Nineteenth Century,Comparative Literature,Eighteenth and Nineteenth Centuries,
D004B,226,2004,Division or Discussion Group,,"Converging, Diverging Diasporas",28-DEC-04,1:45+3:00 p.m.,Comparative Studies in Twentieth-Century Literature,Comparative Literature,Twentieth Century,
A022A,741,2004,Allied Organization,,Margaret Atwood and the Craft of Narrativity,30-DEC-04,1:45+3:00 p.m.,Margaret Atwood Society,Other Literature in English,Canadian,
D004C,620,2004,Division or Discussion Group,,Comparative Approaches to Identity Studies,29-DEC-04,9:00+10:15 p.m.,Comparative Studies in Twentieth-Century Literature,Comparative Literature,Twentieth Century,
D005A,502,2004,Division or Discussion Group,,Managing Books,29-DEC-04,1:45+3:00 p.m.,Comparative Studies in Eighteenth-Century Literature,Comparative Literature,Eighteenth and Nineteenth Centuries,
A022B,412,2004,Allied Organization,,Margaret Atwood's Dystopian Visions,29-DEC-04,10:15+11:30 a.m.,Margaret Atwood Society,Other Literature in English,Canadian,
D005B,225,2004,Division or Discussion Group,,"Eighteenth-Century Enchantments: Theory, Magic, and the Irrational",28-DEC-04,1:45+3:00 p.m.,Comparative Studies in Eighteenth-Century Literature,Comparative Literature,Eighteenth and Nineteenth Centuries,
D005C,397,2004,Division or Discussion Group,,The Advantages of Anachronism,29-DEC-04,10:15+11:30 a.m.,Comparative Studies in Eighteenth-Century Literature,Comparative Literature,Eighteenth and Nineteenth Centuries,
D009A,680,2004,Division or Discussion Group,,Brotherly Love,30-DEC-04,10:15+11:30 a.m.,Film,General Literature,"Film, Television, and Other Media",
D010C,462,2004,Division or Discussion Group,,"Embedding Nonfiction Prose in Narrative: Epistemologies, Quests, Uncertainties",29-DEC-04,12:00 noon+1:15 p.m.,"Nonfiction Prose Studies, Excluding Biography and Autobiography",General Literature,Nonfictional Prose,
D016A,140,2004,Division or Discussion Group,,Miscegenation as Metaphor: Themes of Purity and Contamination in East Asian Literature,28-DEC-04,10:15+11:30 a.m.,,,,
A035A,396,2004,Allied Organization,,Address by Robert Coles,29-DEC-04,10:15+11:30 a.m.,,,,
E002,566,2004,Social Event,Y,Cash Bar Arranged by the Department of Spanish and Portuguese at the University of Arizona,29-DEC-04,5:15+6:30 p.m.,,,,
D019A,395,2004,Division or Discussion Group,,Rethinking the Image,29-DEC-04,10:15+11:30 a.m.,Late-Nineteenth- and Early-Twentieth-Century American Literature,American Literature,Before 1900,
D020A,501,2004,Division or Discussion Group,,Modernisms and Science,29-DEC-04,1:45+3:00 p.m.,Twentieth-Century American Literature,American Literature,Twentieth Century,
D020B,331,2004,Division or Discussion Group,,Humor and Social Change,28-DEC-04,7:15+8:30 p.m.,Twentieth-Century American Literature,American Literature,Twentieth Century,
D022C,255,2004,Division or Discussion Group,,What Does a Doctoral Student Want?,28-DEC-04,3:30+4:45 p.m.,"Middle English Language and Literature, Excluding Chaucer",British Literature,Old and Middle English,
D026A,6,2004,Division or Discussion Group,,Marvell for the Twenty-First Century,27-DEC-04,5:15+6:30 p.m.,Seventeenth-Century English Literature,British Literature,Seventeenth Century,
D026B,362,2004,Division or Discussion Group,,Heresy in Seventeenth-Century England,29-DEC-04,8:30+9:45 a.m.,Seventeenth-Century English Literature,British Literature,Seventeenth Century,
D027A,330,2004,Division or Discussion Group,,The World in the Eighteenth-Century City,28-DEC-04,7:15+8:30 p.m.,Restoration and Early-Eighteenth-Century English Literature,British Literature,Restoration and Early Eighteenth Century,
D027B,655,2004,Division or Discussion Group,,Sounds in the Eighteenth-Century City,30-DEC-04,8:30+9:45 a.m.,Restoration and Early-Eighteenth-Century English Literature,British Literature,Restoration and Early Eighteenth Century,
D028A,593,2004,Division or Discussion Group,,"Traveling ""Nature"" in the Late Eighteenth Century",29-DEC-04,7:15+8:30 p.m.,Late-Eighteenth-Century English Literature,British Literature,Late Eighteenth Century,
D066A,159,2004,Division or Discussion Group,,By Word of Mouth: Slavic Oral Traditions,28-DEC-04,12:00 noon+1:15 p.m.,,,,
D072A,633,2004,Division or Discussion Group,,Anime and _Manga_: Animated/Graphic Human/Nature,30-DEC-04,8:30+9:45 a.m.,Literature and Science,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
D036C,93,2004,Division or Discussion Group,,Literary Linguistics: Theory and Application,28-DEC-04,8:30+9:45 a.m.,Linguistic Approaches to Literature,Linguistics,General,
D039A,619,2004,Division or Discussion Group,,The Interplay of the Secular and the Sacred,29-DEC-04,9:00+10:15 p.m.,Literature and Religion,General Literature,Literary Criticism and Theory,
D039B,224,2004,Division or Discussion Group,,Literary Syncretism,28-DEC-04,1:45+3:00 p.m.,Literature and Religion,General Literature,Literary Criticism and Theory,
D048A,223,2004,Division or Discussion Group,,The Literature Classroom: Different Clues,28-DEC-04,1:45+3:00 p.m.,the Teaching of Literature,The Teaching of Language and Literature,General,
D048B,92,2004,Division or Discussion Group,,Cluelessness and Difference in the Literature Classroom,28-DEC-04,8:30+9:45 a.m.,the Teaching of Literature,The Teaching of Language and Literature,General,
D036A,679,2004,Division or Discussion Group,,Literary Linguistics: Toward a Definition,30-DEC-04,10:15+11:30 a.m.,Linguistic Approaches to Literature,Linguistics,General,
A092A,740,2004,Allied Organization,,Paris as Promised Land: Francophilia in Eastern Europe,30-DEC-04,1:45+3:00 p.m.,Romanian Studies Association of America,Other Literatures,Romanian,
E005,567,2004,Social Event,Y,Cash Bar Arranged by the Rutgers University English Department,29-DEC-04,5:15+6:30 p.m.,,,,
